farm_size,crop_types,soil_practices,carbon_credits
182.62276471494152,Soybean,Cover Cropping,53.553986706355886
694.0283607214413,Corn,Cover Cropping,125.90579633515807
392.86799283753203,Wheat,No-till,82.08522589372929
937.3626888493671,Wheat,Crop Rotation,108.96298847587532
146.1457347045333,Soybean,Crop Rotation,52.19218229905444
347.65568753975595,Wheat,Cover Cropping,84.57795423986363
122.33878602818318,Wheat,Crop Rotation,37.44810415660365
925.4466820957772,Corn,Cover Cropping,143.5252451741068
878.5659598471713,Wheat,No-till,119.36272683315808
265.362211438004,Corn,Crop Rotation,65.16838839410612
663.3842055738372,Soybean,No-till,122.23677592188807
819.0499781992037,Wheat,Crop Rotation,114.09731449747011
559.6488034834678,Soybean,No-till,113.85757897550315
534.3540725724464,Soybean,Crop Rotation,92.68843129952324
249.43376799144716,Wheat,No-till,87.13077357115313
102.17174012784022,Wheat,No-till,34.56804032059133
898.2436003737935,Soybean,Crop Rotation,122.6524265367697
901.4138765916972,Wheat,No-till,119.2960497262492
636.7704427005352,Corn,No-till,103.51455252547103
345.63949313821365,Corn,No-till,74.49211237576097
355.7174788665343,Wheat,Crop Rotation,67.24900610716564
728.6961220815369,Soybean,Crop Rotation,110.13262155637237
898.1391573530514,Wheat,No-till,134.0884749852563
888.2155600224661,Wheat,No-till,117.59095040080109
782.0767903990476,Soybean,Crop Rotation,109.96543084992186
645.6113296927449,Soybean,Crop Rotation,89.91818657171082
93.29856534509834,Corn,No-till,68.688672097227
170.01242695366764,Soybean,No-till,53.298567193557034
899.5686466418084,Corn,No-till,137.81974314422203
610.364769062994,Soybean,Cover Cropping,106.63954131953047
19.10508110046335,Wheat,Crop Rotation,25.75422136507069
110.45682743737179,Corn,Cover Cropping,62.98446719354372
666.8667514169753,Corn,Crop Rotation,122.64747249702903
15.0109680077565,Corn,Crop Rotation,43.398214088030905
169.19997090332367,Wheat,Crop Rotation,55.93610623601644
553.2464514729203,Wheat,Crop Rotation,64.5904362579282
694.9762457157664,Wheat,Crop Rotation,95.20710530309813
655.4416469075745,Wheat,Crop Rotation,97.39317286004723
232.0266163659542,Wheat,Crop Rotation,42.673010852592355
715.0574291340605,Corn,Cover Cropping,118.58223626744697
244.87659662183208,Wheat,No-till,75.08706522277471
332.14570117767505,Corn,No-till,64.41896383766729
749.0264910668438,Wheat,Cover Cropping,98.01192044864592
653.1365700567425,Soybean,Cover Cropping,107.1617897133161
850.7311763892361,Corn,Cover Cropping,134.6773149333241
661.03676337734,Soybean,Cover Cropping,113.48448008683052
572.6255173021169,Corn,Crop Rotation,98.37144651908937
102.73802014981155,Soybean,No-till,59.888926065139245
374.0386450288392,Wheat,Crop Rotation,76.43867158829073
272.5503440049082,Wheat,No-till,63.110453382787554
251.54974694529275,Wheat,No-till,59.069113834465064
973.2804492049211,Corn,Cover Cropping,140.64297861114343
399.1667474200928,Soybean,Crop Rotation,76.91155416478342
893.1260896253422,Wheat,Cover Cropping,117.72987453052104
634.8272397372903,Soybean,Crop Rotation,94.54515080899692
796.863190506232,Soybean,No-till,128.66333675569615
507.61072217414016,Wheat,Cover Cropping,87.33858002771116
581.1348457800955,Wheat,Cover Cropping,91.26011334985196
497.59251688067525,Soybean,No-till,77.34855858744105
203.29055792006406,Wheat,No-till,60.293975871921006
725.2275941088902,Wheat,No-till,102.8227197357986
287.96463881644723,Wheat,Cover Cropping,73.62729093370373
34.0728067671393,Corn,Crop Rotation,40.320069143928855
649.0175729480961,Soybean,Cover Cropping,94.93943673258441
185.33957261297846,Soybean,Crop Rotation,52.91852452249736
941.0539985093851,Corn,Cover Cropping,151.81239570186042
954.3892912325615,Soybean,Cover Cropping,141.74708761470237
915.715746318244,Wheat,No-till,133.77074613788375
376.45711325288994,Soybean,Crop Rotation,59.38476073482043
25.302050363578754,Wheat,Cover Cropping,53.74620603402109
929.0353769618481,Corn,Cover Cropping,131.68726595582578
433.9023068341412,Wheat,No-till,92.72806981213756
966.9882708532328,Soybean,No-till,138.4451983018091
963.9837773183604,Soybean,Crop Rotation,139.77345645666844
854.4793609126865,Soybean,Cover Cropping,138.5166770500214
301.5044031488898,Corn,Crop Rotation,76.63181301396432
391.246751315906,Corn,Cover Cropping,91.68322472919
852.6253048016883,Soybean,Crop Rotation,119.27814061861251
323.75278510471486,Wheat,No-till,68.03561708974338
177.79781921923157,Corn,Cover Cropping,64.16276881978126
561.2332498337666,Soybean,Crop Rotation,87.72417992568451
936.7932264191732,Soybean,No-till,163.35135975004226
699.0694987082233,Corn,No-till,109.98336700591719
574.3605583884713,Corn,Crop Rotation,107.45690800475121
106.20472883306086,Corn,Cover Cropping,60.79244122869622
618.857154432178,Wheat,Cover Cropping,99.18443752445718
990.1533116032207,Wheat,No-till,153.8141921594605
148.6831750841588,Soybean,Cover Cropping,57.85209203442767
523.1463558400993,Corn,Cover Cropping,90.96556638658578
878.5993412086759,Wheat,Cover Cropping,125.77723789340168
743.3609315766624,Corn,No-till,122.50431046861395
700.0455835853153,Soybean,Crop Rotation,110.03740504669801
705.4592431472382,Wheat,Cover Cropping,113.6766606310188
365.89623970755764,Wheat,No-till,67.99874454711507
300.6559258218484,Wheat,No-till,82.018953762213
811.2675439237285,Soybean,Crop Rotation,113.57775594368826
812.012260732389,Corn,Cover Cropping,130.63736530006068
868.4015953943026,Wheat,Cover Cropping,128.01046124263723
914.1081470309066,Soybean,Crop Rotation,130.08470160939697
516.2289748723284,Corn,Crop Rotation,90.53181231070715
506.5011317403276,Soybean,No-till,90.76413735410611
800.3122271771074,Corn,No-till,127.34127764467735
653.4642914699875,Soybean,Crop Rotation,115.99814847228753
704.9472084851263,Corn,Cover Cropping,106.83605647722206
797.83474274174,Wheat,No-till,112.59104089454435
891.1052883993906,Corn,No-till,131.47904060850192
344.61520528302043,Soybean,Cover Cropping,75.8190593274787
381.8271231135446,Soybean,No-till,67.9356578114764
103.04212044246032,Corn,Cover Cropping,41.7686134829021
582.4973395862122,Wheat,Cover Cropping,90.64018562902864
45.582851058774665,Wheat,Cover Cropping,26.68053065289509
470.94203795113555,Corn,Crop Rotation,75.03149070228554
547.2181883605009,Corn,Crop Rotation,81.9191347424207
293.67583960700154,Soybean,Crop Rotation,55.90146686936687
594.9249279633207,Wheat,Cover Cropping,101.80495786303614
40.195247439658935,Corn,Cover Cropping,58.57660430517672
46.974706861722275,Wheat,Crop Rotation,53.887479618358284
824.3745550530617,Corn,No-till,151.26107409044096
366.58873499715025,Corn,Cover Cropping,89.5220005985195
135.78990752536595,Wheat,No-till,63.85576750054692
527.0208274542563,Corn,No-till,104.01310365228481
772.2936175676248,Corn,Cover Cropping,127.42801027688517
223.66281722187475,Soybean,Cover Cropping,81.80231220401919
626.6615710608103,Corn,No-till,116.37828578664933
94.49399034383032,Corn,No-till,70.98178481983544
61.16490395692162,Corn,Crop Rotation,36.77297430990705
536.0410852524665,Soybean,Crop Rotation,81.94172128266439
545.2287703940054,Wheat,Cover Cropping,92.64357301735023
641.0556024832244,Soybean,Crop Rotation,100.60487694895636
728.8304203854349,Soybean,Crop Rotation,101.68370016449452
976.0935586679093,Wheat,Crop Rotation,151.68313170610313
521.1373448181834,Soybean,Crop Rotation,88.839675520967
329.7269082118335,Wheat,No-till,68.54544029933675
797.2343328210167,Soybean,Cover Cropping,121.23962155570797
278.12392874945346,Wheat,Crop Rotation,58.06665990106169
444.58170649857976,Corn,No-till,96.33619612876886
87.67181752884329,Soybean,No-till,37.830011599374
35.09723598130294,Soybean,No-till,61.42919056379895
963.0219305311458,Soybean,Crop Rotation,144.7904872575061
837.6203193070837,Soybean,Crop Rotation,133.46523965107323
699.014464032761,Corn,Cover Cropping,118.15576398863908
414.86341497012717,Soybean,Crop Rotation,83.11115209865787
181.5613768701373,Corn,Crop Rotation,49.49386820694123
164.8726722443752,Corn,No-till,74.81626051041141
257.74046918294937,Corn,Cover Cropping,73.29192398723433
553.7343980590592,Corn,Crop Rotation,90.7693736495135
717.4499634730618,Wheat,Crop Rotation,110.39244326371458
663.595402950554,Wheat,No-till,115.3940306559664
287.1345579764834,Soybean,No-till,74.31954415439766
955.3166278565621,Wheat,Crop Rotation,129.91548858694026
740.5179475288109,Wheat,Cover Cropping,98.7346246335455
558.8105119862867,Soybean,Cover Cropping,108.31288557077225
615.6035387720087,Soybean,No-till,97.57222199685185
425.40406180351204,Soybean,No-till,80.48614969955943
255.25367960614588,Wheat,Crop Rotation,56.148524414919954
362.41295186474895,Wheat,No-till,87.38645802865949
760.2676493597254,Soybean,Crop Rotation,122.16625126812914
24.24955374345831,Corn,Cover Cropping,47.37670915529453
124.91191410184707,Soybean,Cover Cropping,60.221325032722824
55.54261560153522,Corn,Crop Rotation,28.663677066864558
50.32151429578043,Corn,No-till,47.838951528282514
856.9059781708971,Soybean,Cover Cropping,118.70109342245371
706.6212807862235,Soybean,No-till,128.1842571762205
479.4320907964519,Soybean,Cover Cropping,94.48975070872527
106.85581904449147,Wheat,Crop Rotation,42.532109663495156
496.699716365664,Corn,Crop Rotation,92.48732227486015
478.73705307276003,Wheat,Crop Rotation,93.55709806757724
181.46985121091504,Wheat,Cover Cropping,51.44518845602599
439.5131327455933,Soybean,No-till,75.81064018921894
404.5196870533997,Wheat,No-till,91.323920549293
619.6915970716943,Soybean,No-till,108.78755007922004
638.7427143589673,Corn,Cover Cropping,118.41098821755455
54.85096967432407,Soybean,Cover Cropping,45.03744889356734
380.8664884802065,Wheat,Cover Cropping,64.69975361098172
629.601316557094,Wheat,Cover Cropping,101.98834886653917
508.10489599428684,Soybean,Cover Cropping,90.91224030684299
857.924942776439,Soybean,No-till,132.641917106388
662.1066953027556,Wheat,Cover Cropping,117.37637447144974
171.3050828106154,Corn,Cover Cropping,51.14348350721453
79.86305992642555,Corn,No-till,60.845492597402384
645.9950854242525,Soybean,Cover Cropping,96.40954164083848
36.24619743620559,Corn,No-till,27.719160012419977
589.9178254607286,Wheat,No-till,98.50213065585064
940.8279390107081,Soybean,Crop Rotation,129.3930232710689
579.7194360971201,Wheat,Crop Rotation,94.2071646392196
394.2882269444567,Wheat,Crop Rotation,67.25341520860623
646.8553362579296,Corn,Crop Rotation,89.79553007455324
463.6703615866015,Soybean,Cover Cropping,78.1427203861115
550.1606214227755,Soybean,Crop Rotation,103.18565050914458
942.0501606887599,Corn,No-till,135.83873677596966
392.2416114227665,Wheat,Cover Cropping,90.05641643920171
961.5786581856751,Wheat,Crop Rotation,136.65770874428134
906.2971355365031,Wheat,No-till,127.45190751028964
203.83322344140348,Wheat,Cover Cropping,48.09253071311336
78.6676878664138,Soybean,Cover Cropping,58.345898477947166
109.77022136365238,Soybean,Crop Rotation,43.567909685429036
28.03960739503423,Corn,Cover Cropping,32.34745934250384
103.49853114836911,Corn,No-till,65.97301932106949
686.1767056821933,Soybean,Cover Cropping,112.7903050468012
80.4767619756267,Soybean,No-till,64.42473822471045
325.7858739908237,Wheat,Cover Cropping,71.07453739268536
846.42655785976,Wheat,Crop Rotation,109.15118601551883
33.03921637846761,Corn,No-till,66.0007100338681
816.3237977630464,Soybean,Cover Cropping,135.3022841030931
289.03622702566594,Corn,Cover Cropping,76.23568234241867
126.9831793454397,Soybean,Cover Cropping,53.3015370798737
699.7697937105091,Wheat,No-till,96.74426913999986
632.6534183120851,Corn,No-till,107.19007840774375
878.6972933917824,Corn,No-till,145.4774257587718
737.720333365847,Soybean,Crop Rotation,103.1992303329577
805.4461210810001,Wheat,Crop Rotation,95.97623341416678
289.21422684559343,Corn,No-till,113.88020058056034
185.6651483419256,Wheat,Cover Cropping,38.932455249925674
753.1086041244497,Corn,Crop Rotation,137.87837437678616
808.7663918745914,Wheat,No-till,117.80240474147655
990.6000905806666,Soybean,Cover Cropping,138.2143790666286
418.4915001423122,Corn,Crop Rotation,75.12636729235523
378.29790493485535,Corn,Cover Cropping,90.65816214086446
778.6488311345769,Wheat,Cover Cropping,98.46714098235685
347.39550485048767,Wheat,Cover Cropping,51.336260122707046
931.449752347529,Corn,Cover Cropping,154.24669052853898
859.8286243245817,Soybean,Crop Rotation,112.9431384443884
434.70408710126816,Wheat,Crop Rotation,80.93128990552366
753.3623571135824,Wheat,Crop Rotation,94.48167494239608
756.9974453438356,Wheat,No-till,122.78395496332938
112.09263014757329,Corn,Crop Rotation,68.04472800254183
903.527377612771,Corn,Cover Cropping,130.08152390712596
510.1998487233786,Corn,Crop Rotation,71.68557380447805
828.1928914466642,Corn,Cover Cropping,144.70722827776547
326.8491050203056,Soybean,No-till,86.94735371727947
896.5679962112384,Soybean,Cover Cropping,124.92108728341078
395.3096619468215,Corn,Cover Cropping,82.35144566199568
20.729274965495378,Soybean,Cover Cropping,30.96640553405268
906.328156655071,Wheat,No-till,144.83538498992672
100.37381001827222,Wheat,Crop Rotation,34.69022492372077
326.12050121451074,Wheat,Crop Rotation,48.42496474597634
950.5613473802969,Corn,No-till,147.1925935531544
951.1010754681805,Wheat,Cover Cropping,121.50997393103266
577.7035092420532,Soybean,Crop Rotation,82.47020516557426
635.5188400481013,Corn,No-till,109.25089196719068
453.96106675853656,Soybean,Crop Rotation,81.25965983085737
300.27866398108387,Wheat,No-till,56.21676883896092
335.3778999162168,Wheat,Cover Cropping,82.38927924374491
675.7932715162681,Wheat,Crop Rotation,104.35092427228469
754.8507841433033,Corn,No-till,121.83144850660302
793.66325328859,Soybean,Crop Rotation,105.33289046588902
791.7219613666083,Corn,Crop Rotation,118.27994160749418
100.29404201820347,Corn,Crop Rotation,59.02375460937757
499.4761016555557,Wheat,Crop Rotation,87.39345043755236
66.98317241647784,Corn,No-till,67.28336024615956
554.0335935004982,Corn,Cover Cropping,95.5995844402466
447.1151963596432,Wheat,No-till,55.46226784399755
888.8271409307167,Corn,No-till,151.36082607223415
357.4058624265579,Wheat,No-till,74.06862481193228
125.8963462633298,Wheat,Cover Cropping,54.2512952810496
151.5617652323075,Wheat,Crop Rotation,61.84846406963376
763.8955254002975,Wheat,Crop Rotation,130.73363887240657
622.0358826830984,Corn,Crop Rotation,95.70537348690164
110.11144936156234,Wheat,Cover Cropping,47.35074400781268
93.26573805384746,Wheat,Crop Rotation,52.99493841143921
703.9594401445288,Corn,Cover Cropping,106.95315382922293
82.03537630055159,Corn,Crop Rotation,42.38242169215088
823.6414586974527,Soybean,Crop Rotation,111.48376008515652
709.1798048849313,Corn,No-till,120.63707735441291
90.53529283548076,Corn,Cover Cropping,51.85229248064837
93.98933694434,Soybean,No-till,48.460980471870755
986.7731827161637,Corn,No-till,139.01974411555378
380.5280877985591,Corn,No-till,96.17221206380884
376.935725596222,Corn,Cover Cropping,96.07188276928336
814.6715715849275,Corn,Cover Cropping,141.2943051002169
947.7760916100201,Soybean,Crop Rotation,124.9668735871572
986.1410531846421,Corn,No-till,157.151352041037
755.8444034063522,Corn,Crop Rotation,117.94769936791297
382.4969896756066,Soybean,No-till,77.54298548142741
92.66570953168208,Wheat,Cover Cropping,51.60875314025017
779.3754467681624,Soybean,Cover Cropping,111.77149413636127
562.820207238447,Wheat,Cover Cropping,87.52025469602782
429.97978915450653,Soybean,No-till,74.23068189041436
907.2908412437886,Soybean,Cover Cropping,126.0868731500466
120.08550748308983,Corn,No-till,64.54716283845484
497.6988532479506,Wheat,Crop Rotation,95.45923028157003
21.240108319744877,Corn,No-till,48.58905636995762
473.974035574185,Wheat,Crop Rotation,67.01571208654916
65.74024292501898,Soybean,No-till,66.54771400184315
127.6297371053912,Soybean,Crop Rotation,42.71744933969694
126.35098430933384,Wheat,Cover Cropping,30.151281869524734
652.718199094903,Corn,Crop Rotation,106.60275726085814
748.5844304727691,Corn,Cover Cropping,116.61070831448515
587.535077446188,Corn,Cover Cropping,126.75746417147052
962.5508229897965,Corn,Crop Rotation,141.00874264245178
381.121873728467,Soybean,No-till,81.64876383629834
292.8549654190421,Soybean,No-till,65.04052444934817
869.9131369075657,Soybean,No-till,135.29298210268624
231.3598801342581,Soybean,No-till,82.70308751404376
963.5903140462052,Soybean,No-till,144.47717323939312
22.03292994291818,Corn,Cover Cropping,38.728996073112356
970.1800384405626,Corn,No-till,152.40606596157582
52.728312831070355,Corn,Cover Cropping,49.786762334378885
892.2316825610903,Corn,Cover Cropping,138.70929928929064
532.4240979954369,Soybean,Cover Cropping,89.69433629770148
993.0351481581073,Soybean,Crop Rotation,130.52056207319862
83.05859908804487,Soybean,Crop Rotation,39.12806193448669
558.3157415573075,Wheat,Cover Cropping,100.25395567070436
969.609510262908,Corn,Crop Rotation,133.27869827387988
527.8668657284474,Corn,No-till,98.18937925910245
633.1046517539099,Soybean,No-till,98.88980615976732
698.791202094771,Corn,Cover Cropping,119.41925822664479
459.9956541200955,Corn,No-till,99.11658343332175
631.2824992832228,Soybean,Cover Cropping,98.64056768343596
588.4711688038692,Wheat,Cover Cropping,86.75332980480832
902.1464303860791,Wheat,No-till,148.97637717088503
54.99191653804329,Wheat,Crop Rotation,16.69476110255595
288.15355769630804,Soybean,No-till,78.74707580164801
950.9073692357931,Corn,No-till,158.00477240573937
891.3611460520071,Soybean,Cover Cropping,95.2679769903177
461.1001852578558,Soybean,Cover Cropping,94.05141912654739
623.9312718235213,Corn,Cover Cropping,105.19058116739126
284.60737115132133,Wheat,Cover Cropping,66.02128575796473
196.2399481265237,Wheat,Crop Rotation,46.39161516743147
469.0614208905823,Soybean,Crop Rotation,92.660076545519
359.8187057457923,Wheat,Crop Rotation,69.6130639912928
587.8195507323634,Soybean,Cover Cropping,100.09915396857949
86.957290595335,Soybean,Cover Cropping,39.70712298994757
974.6508595895049,Corn,Cover Cropping,161.2880082972924
986.3486370348069,Corn,Crop Rotation,138.73417390081337
701.1800968795477,Corn,Cover Cropping,138.01606766255935
540.7354026806792,Soybean,No-till,118.34923411984987
316.4323401234645,Corn,No-till,63.85972433969265
815.6570695098792,Wheat,Cover Cropping,110.01624734296102
687.8838608283405,Wheat,No-till,98.41887602308464
170.9907699514424,Soybean,No-till,61.61701618027362
911.8179126489041,Soybean,Crop Rotation,128.05343146975204
824.3118704939372,Corn,Cover Cropping,129.73045172832803
950.3019141590048,Soybean,Cover Cropping,145.5714781760903
728.4623133044764,Soybean,Crop Rotation,122.78205902353635
617.281043976432,Wheat,No-till,111.40298189002958
424.0606059277127,Wheat,No-till,76.7967084505338
933.4011985204731,Corn,Cover Cropping,130.51988120097295
